1262673;2;-1030;-934;9988;302;507
1264554;1;278;-901;10136;304;507
1265199;2;-63;-1029;9993;296;508
1266063;1;-338;-856;10305;321;508
1283812;2;-390;1047;10035;305;509
1284524;1;-443;908;9982;294;509
1289688;3;-1002;-332;8971;311;509
1290619;1;-195;-12;9601;300;509
1290738;4;-49;-159;11013;304;509
1290839;1;-146;-353;10661;305;509
1291053;2;-1128;-1224;9990;303;509
1296364;1;-816;-917;9691;306;511
1305353;2;1262;207;10023;297;502
1308493;1;945;25;10010;303;495
1573755;2;-1361;-223;9645;299;509
1574598;1;-973;887;9684;298;510
1574702;2;-1343;1233;10245;297;510
1575017;1;-897;984;10113;299;510
1577108;2;-1517;822;9813;300;509
1577310;3;-3053;1537;8807;300;509
1746092;2;-4137;-967;9045;297;497
1747133;3;-1084;-1201;8783;295;497
1747549;1;-237;-990;9197;295;496
1747972;4;-592;628;11309;298;497
1748174;2;-54;1229;10969;296;497
1748489;1;-268;875;9758;295;497
1755638;2;1163;463;9937;293;502
1759043;1;898;320;10155;294;496
