#;meas;ticks;xH;yH;zH;xL;yL;zL;magni;temp;vibr;
#;anal;ticks;fsm_sensorpack;xMean;yMean;zMean;vibrMean;tempMean;
>;tris;6901938;10048.468310;0.087672;2.109027;88.326901;0.004422;0.039558;450
>;tris;6904440;10061.680778;0.088860;2.105357;104.289511;0.005834;0.038346;450
>;tris;6906943;10044.641625;0.090506;2.105793;95.574759;0.005012;0.035754;450
>;tris;6909445;10028.219365;0.091203;2.089772;62.826189;0.004553;0.034595;450
>;tris;6911948;10026.324623;0.090690;2.087696;69.904439;0.006096;0.039722;450
>;tris;6914450;10038.878284;0.090259;2.087036;73.823668;0.005288;0.037389;450
>;tris;6916953;10058.173812;0.088476;2.089361;59.984660;0.003917;0.026884;450
>;tris;6919455;10049.022775;0.089751;2.086079;41.913569;0.004505;0.032062;449
>;tris;6921958;10047.454846;0.092670;2.071973;53.339446;0.003068;0.029653;450
>;tris;6924460;10046.722657;0.089352;2.116343;70.292986;0.004568;0.052388;450
>;tris;6926963;10040.469054;0.088273;2.128632;66.918176;0.003860;0.041971;450
>;tris;6929465;10039.376915;0.090306;2.101376;74.756975;0.003227;0.027455;450
>;tris;6931968;10057.283545;0.090560;2.089767;114.367384;0.004461;0.044662;450
>;tris;6934470;10070.183201;0.082408;2.142396;104.404041;0.009803;0.098723;449
>;tris;6936973;10060.818641;0.076868;2.199896;114.589291;0.007321;0.082737;450
>;tris;6939475;10047.491791;0.081291;2.191705;146.346816;0.009531;0.084104;450
>;tris;6941978;10019.811821;0.081285;2.172998;150.700319;0.012674;0.126933;450
>;tris;6944483;10032.551055;0.077795;2.162356;119.571348;0.010819;0.120788;450
>;tris;6946985;10071.669062;0.078995;2.160251;88.356129;0.005711;0.067369;450
>;tris;6949488;10058.588257;0.084255;2.160428;131.463338;0.007503;0.075316;451
>;tris;6951990;10018.653308;0.084434;2.172478;128.684409;0.007524;0.065280;450
>;tris;6954493;10011.046267;0.077349;2.210111;96.825583;0.005572;0.047020;450
>;tris;6956995;10013.581606;0.076915;2.225991;96.123299;0.005594;0.042242;451
>;tris;6959498;10032.669783;0.080022;2.198983;94.857239;0.005077;0.065108;449
>;tris;6962000;10059.740974;0.079316;2.218716;97.237497;0.006939;0.087158;451
>;tris;6964503;10054.956555;0.080129;2.202691;99.016081;0.006348;0.080029;452
>;tris;6967005;10034.792831;0.077855;2.177742;93.656401;0.006051;0.079713;450
>;tris;6969508;10045.422405;0.078636;2.195130;97.031019;0.006817;0.077744;450
>;tris;6972010;10052.475352;0.081923;2.170639;84.965975;0.004663;0.054982;450
>;tris;6974513;10055.897857;0.080899;2.150220;91.010793;0.004308;0.075097;450
>;tris;6977015;10030.068078;0.083332;2.131148;89.226723;0.005510;0.080934;450
>;tris;6979518;10026.786487;0.087804;2.104749;80.930075;0.005474;0.058707;450
>;tris;6982020;10055.465959;0.090390;2.080945;80.134542;0.004922;0.058993;450
>;tris;6984523;10059.942926;0.091144;2.082632;71.554734;0.004636;0.062168;450
>;tris;6987025;10058.596221;0.091958;2.082038;68.142688;0.004496;0.035591;450
>;tris;6989528;10054.310557;0.094397;2.047530;82.760229;0.004958;0.029362;449
>;tris;6992030;10041.114825;0.091733;2.067649;85.325507;0.008372;0.064004;450
>;tris;6994533;10050.095431;0.088917;2.091528;91.340422;0.007556;0.057140;450
>;tris;6997035;10049.794843;0.091150;2.079586;91.907909;0.005556;0.068050;450
>;tris;6999538;10026.001370;0.091196;2.086884;83.685701;0.005060;0.065581;450
>;tris;7002040;10030.279082;0.091701;2.088016;66.726354;0.005032;0.035369;450
>;tris;7004543;10041.142684;0.091694;2.093552;63.882323;0.005019;0.034912;450
>;tris;7007045;10048.817263;0.088974;2.107788;71.292179;0.003802;0.031266;450
>;tris;7009548;10058.039424;0.086986;2.103800;70.504808;0.003966;0.033067;450
>;tris;7012050;10069.911750;0.087998;2.057813;87.047048;0.004358;0.050078;450
>;tris;7014553;10045.703740;0.087884;2.045079;111.575793;0.006564;0.076257;450
>;tris;7017055;10000.471314;0.071921;2.215672;141.163871;0.019234;0.219679;450
>;tris;7019558;10011.699968;0.056050;2.366620;133.739380;0.012915;0.190373;450
>;tris;7022060;10040.817684;0.055110;2.387862;128.148993;0.007762;0.136987;450
>;tris;7024563;10030.609281;0.054527;2.384926;130.367622;0.005474;0.096098;450
>;tris;7027065;10026.114497;0.055558;2.366510;88.790923;0.005107;0.104983;450
>;tris;7029568;10051.487933;0.057707;2.369407;109.925047;0.005756;0.139949;450
>;tris;7032070;10071.316165;0.056902;2.390574;104.764173;0.008093;0.145391;450
>;tris;7034573;10069.170070;0.059833;2.376479;96.389246;0.010001;0.133356;450
>;tris;7037075;10088.822715;0.062167;2.321050;106.684991;0.008034;0.114705;450
>;tris;7039578;10079.896132;0.055969;2.309952;93.578284;0.006732;0.093382;450
>;tris;7042080;10071.836928;0.051308;2.331186;70.471607;0.004014;0.072224;450
>;tris;7044583;10076.976356;0.049085;2.211790;53.576491;0.005240;0.133294;450
>;tris;7047085;10045.304176;0.046835;2.019995;62.304563;0.004160;0.111196;450
>;tris;7049588;10027.072044;0.041533;1.975133;69.023562;0.006721;0.079506;450
>;tris;7052090;10030.346897;0.043058;1.979860;74.257147;0.008409;0.077106;450
>;tris;7054593;10005.183491;0.050118;1.938990;92.533165;0.007056;0.065887;450
>;tris;7057095;10013.820349;0.063558;1.909916;98.222171;0.015196;0.072314;451
>;tris;7059598;10023.394045;0.081047;1.882071;89.264115;0.009971;0.055279;451
>;tris;7062100;9998.091404;0.086735;1.867059;77.558299;0.003883;0.036227;450
>;tris;7064603;9995.778607;0.084901;1.934207;82.387475;0.003444;0.086453;451
>;tris;7067105;10049.906134;0.084879;1.981094;91.385011;0.004075;0.054522;450
>;tris;7069608;10077.139822;0.087005;1.987739;109.117284;0.010165;0.078121;450
>;tris;7072113;10046.583940;0.086501;2.025857;120.263322;0.010625;0.075993;449
>;tris;7074615;10028.394953;0.084199;2.017894;108.566165;0.006919;0.083722;449
>;tris;7077118;10050.482249;0.085352;2.002659;104.326680;0.006716;0.082646;450
>;tris;7079620;10066.644706;0.089310;1.972638;90.995165;0.005563;0.054830;449
>;tris;7082123;10061.908426;0.086957;1.951061;78.298637;0.005715;0.033585;450
>;tris;7084625;10042.243887;0.085254;1.932742;49.408638;0.008037;0.041168;451
>;tris;7087128;10031.388030;0.086638;1.929501;77.428932;0.008480;0.042529;449
>;tris;7089630;10028.207265;0.087081;1.948496;92.949416;0.007855;0.043189;450
>;tris;7092133;10043.040850;0.084576;1.960434;87.273523;0.008521;0.049321;450
>;tris;7094635;10029.730806;0.080499;1.970476;101.578184;0.005355;0.042231;450
>;tris;7097138;10026.393778;0.085606;1.973874;91.386801;0.008390;0.061503;450
>;tris;7099643;10054.789888;0.090848;1.963870;118.306780;0.007062;0.071063;450
>;tris;7102145;10009.620157;0.088101;1.992284;171.376656;0.007134;0.095408;449
>;tris;7104648;9987.763909;0.086025;1.997208;146.883919;0.005784;0.090129;451
>;tris;7107150;10035.237743;0.085416;1.956382;118.537999;0.006143;0.053353;450
>;tris;7109653;10025.457316;0.086687;1.945999;107.056648;0.006051;0.058273;450
>;tris;7112155;10006.582319;0.090367;1.966900;90.134777;0.005208;0.060832;450
>;tris;7114658;10026.012822;0.089736;2.023947;128.617677;0.006117;0.070987;450
>;tris;7117160;10028.565313;0.089499;2.096693;162.641946;0.008613;0.073190;450
>;tris;7119663;9997.987335;0.088548;2.147177;174.377728;0.009399;0.064523;450
>;tris;7122165;10014.662650;0.084871;2.204503;159.585703;0.007685;0.102812;450
>;tris;7124668;10049.740674;0.083740;2.284200;115.599395;0.007700;0.089456;450
>;tris;7127170;10016.456805;0.084104;2.311172;135.316890;0.007295;0.087313;450
>;tris;7129673;10017.162057;0.086690;2.315829;128.482457;0.006342;0.073921;450
>;tris;7132175;10052.387206;0.089969;2.327339;99.749815;0.005411;0.062989;450
>;tris;7134678;10067.458448;0.086737;2.346212;107.289149;0.006788;0.073672;450
>;tris;7137180;10046.161117;0.087609;2.298979;110.595264;0.006677;0.087428;450
>;tris;7139683;10036.222886;0.088432;2.316778;108.529528;0.005648;0.097872;450
>;tris;7142185;10057.633217;0.085775;2.386367;95.071581;0.003637;0.059922;450
>;tris;7144688;10079.937922;0.089950;2.376887;113.530034;0.004773;0.056470;450
>;tris;7147190;10103.398848;0.093193;2.372634;123.606760;0.004672;0.084268;450
>;tris;7149693;10075.013804;0.088536;2.342481;109.223188;0.008445;0.092240;450
>;tris;7152195;10038.218233;0.084182;2.308078;92.908686;0.006760;0.059269;450
>;tris;7154698;10051.686447;0.083505;2.297711;93.086341;0.006296;0.068567;450
>;tris;7157200;10055.220585;0.079499;2.320466;94.776490;0.006554;0.075927;450
>;tris;7159703;10032.057665;0.080358;2.274249;106.534224;0.008849;0.101460;450
>;tris;7162205;10016.614436;0.082986;2.221271;111.663005;0.008309;0.071877;450
>;tris;7164708;10027.918010;0.081252;2.218144;95.997155;0.003407;0.050808;450
>;tris;7167210;10053.147843;0.078500;2.234408;79.460267;0.003106;0.078703;450
>;tris;7169713;10058.939467;0.079129;2.257358;72.769773;0.004147;0.066695;450
>;tris;7172215;10044.762038;0.079878;2.245151;65.694174;0.004835;0.037438;451
>;tris;7174718;10035.262017;0.080566;2.210108;61.356822;0.005262;0.060981;451
>;tris;7177220;10050.082485;0.078775;2.177716;71.799456;0.009229;0.074624;450
>;tris;7179723;10050.695822;0.077002;2.196614;89.348611;0.008763;0.072638;450
>;tris;7182225;10046.417356;0.078226;2.242720;96.033739;0.004597;0.047168;450
>;tris;7184728;10060.990714;0.078020;2.239159;85.689653;0.004222;0.040804;450
>;tris;7187230;10086.045601;0.076506;2.199670;67.486217;0.004579;0.044990;451
>;tris;7189733;10082.432261;0.075542;2.160440;68.570637;0.006636;0.055262;451
>;tris;7192235;10077.792318;0.075698;2.111503;82.543766;0.008148;0.067592;451
>;tris;7194738;10079.459671;0.079149;2.027261;80.719664;0.008873;0.088426;450
>;tris;7197240;10050.804520;0.085731;1.927202;65.431191;0.006752;0.048910;451
>;tris;7199743;10028.219182;0.082304;1.887098;56.853413;0.007757;0.025501;450
>;tris;7202245;10031.948366;0.079825;1.877859;61.608063;0.005467;0.030386;450
>;tris;7204748;10033.593409;0.084154;1.863289;63.462273;0.003680;0.027885;451
>;tris;7207250;10025.603597;0.083417;1.858196;79.472531;0.003008;0.054175;451
>;tris;7209753;10036.018207;0.081071;1.882495;100.891452;0.004572;0.073249;451
>;tris;7212255;10048.033582;0.081880;1.891625;93.390347;0.006442;0.054058;450
>;tris;7214758;10022.657031;0.083814;1.874754;92.835510;0.006542;0.035387;451
>;tris;7217260;10030.862870;0.084031;1.902725;94.167793;0.005242;0.060863;450
>;tris;7219763;10077.224587;0.083875;1.909176;82.857327;0.004029;0.060430;451
>;tris;7222265;10059.872894;0.083829;1.880280;88.366957;0.003698;0.035781;451
>;tris;7224768;9990.041367;0.082957;1.887044;136.519043;0.005277;0.037514;450
>;tris;7227270;10003.256871;0.084567;1.922071;155.096894;0.007387;0.065514;450
>;tris;7229773;10051.850339;0.088527;1.939552;142.226944;0.006388;0.061104;450
>;tris;7232275;10086.319736;0.089442;1.942190;127.165284;0.004240;0.041211;451
>;tris;7234778;10083.139608;0.085875;1.970355;89.651429;0.009876;0.070449;451
>;tris;7237280;10042.962711;0.082490;1.993491;88.796960;0.010594;0.086422;450
>;tris;7239783;10008.661388;0.085451;2.045686;68.648912;0.012561;0.104369;450
>;tris;7242285;10006.026720;0.088137;2.103595;75.915465;0.014207;0.087194;451
>;tris;7244788;10048.291050;0.076678;2.256064;86.069065;0.016700;0.183126;450
>;tris;7247290;10047.021653;0.063523;2.461177;89.263447;0.004977;0.116342;451
>;tris;7249793;10039.500185;0.064533;2.520318;110.009976;0.004141;0.143952;450
>;tris;7252295;10041.284685;0.065816;2.548933;128.040228;0.005024;0.155936;451
>;tris;7254798;10059.300921;0.066617;2.401889;106.251434;0.007278;0.203607;451
>;tris;7257300;10059.194034;0.069815;2.237106;68.320027;0.008369;0.118091;451
>;tris;7259803;10030.226263;0.069281;2.345188;89.565625;0.007466;0.154058;450
>;tris;7262305;10042.236011;0.066640;2.473252;90.900114;0.005023;0.091795;450
>;tris;7264808;10052.016070;0.065689;2.465714;56.423742;0.002747;0.048138;451
>;tris;7267310;10043.570768;0.065484;2.448803;28.474079;0.002203;0.040759;451
>;tris;7269813;10040.834766;0.062910;2.532930;30.780460;0.005881;0.183213;451
>;tris;7272315;10042.592060;0.060953;2.584195;42.077020;0.006986;0.241988;451
>;tris;7274818;10040.652260;0.065163;2.454458;59.936823;0.009017;0.242339;451
>;tris;7277320;10050.827931;0.071262;2.302556;53.564292;0.006951;0.081333;451
>;tris;7279823;10059.925334;0.069151;2.343677;30.296480;0.005723;0.086618;450
>;tris;7282325;10055.686589;0.063066;2.451410;47.747913;0.004388;0.077520;451
>;tris;7284828;10050.822617;0.060010;2.505235;44.539565;0.001540;0.043448;451
>;tris;7287330;10055.713794;0.058004;2.506921;30.847152;0.002103;0.035145;451
>;tris;7289833;10055.031331;0.054989;2.517726;36.325629;0.002552;0.051352;451
>;tris;7292335;10049.709304;0.053222;2.515273;36.459885;0.002807;0.066175;451
>;tris;7294838;10046.692884;0.052368;2.481407;37.632458;0.002829;0.052403;451
>;tris;7297340;10051.638954;0.051721;2.445509;32.453835;0.001880;0.052691;450
>;tris;7299843;10055.287005;0.050212;2.437931;27.222047;0.002596;0.050792;451
>;tris;7302345;10040.343617;0.048537;2.450704;35.221738;0.001966;0.046394;451
>;tris;7304848;10036.038186;0.049030;2.387938;34.449872;0.001866;0.069097;451
>;tris;7307350;10035.862168;0.049259;2.339206;36.357896;0.002410;0.041835;450
>;tris;7309853;10024.063668;0.046246;2.413940;42.131752;0.003660;0.089677;451
>;tris;7312355;10023.925643;0.044551;2.434474;38.879002;0.002042;0.079478;451
>;tris;7314858;10020.459885;0.046766;2.339577;34.818873;0.002234;0.073613;451
>;tris;7317360;10015.825384;0.046742;2.315938;42.085650;0.002324;0.043361;451
>;tris;7319863;10017.308199;0.046651;2.341609;44.173700;0.002502;0.024745;451
>;tris;7322365;10012.690350;0.046691;2.383764;42.204101;0.002789;0.077777;451
>;tris;7324868;10016.582285;0.046759;2.382484;46.015685;0.002639;0.082725;451
>;tris;7327370;10024.728062;0.046511;2.409871;44.348126;0.003141;0.093816;451
>;tris;7329873;10018.950190;0.047117;2.428952;44.490687;0.003856;0.084510;451
>;tris;7332375;10024.474197;0.048947;2.393451;43.314557;0.003172;0.060165;451
>;tris;7334878;10045.101559;0.047986;2.403761;38.132593;0.002820;0.049528;451
>;tris;7337380;10045.795844;0.047264;2.360419;73.963486;0.001916;0.058633;452
>;tris;7339883;10031.002949;0.045774;2.361480;70.883692;0.002723;0.059354;451
>;tris;7342385;10030.165827;0.045299;2.373251;32.306189;0.002704;0.059294;451
>;tris;7344888;10005.623778;0.046181;2.316649;72.942154;0.004288;0.070077;451
>;tris;7347390;10022.063516;0.063135;2.127339;102.273505;0.018640;0.170658;451
>;tris;7349893;10041.474195;0.080785;1.974751;80.063451;0.006338;0.032144;451
>;anal;7352327;1;-358;808;10008;288;451
>;tris;7352395;10012.980181;0.084961;1.973772;40.762956;0.004968;0.017748;451
>;anal;7354868;2;-375;809;9975;286;451
>;tris;7354898;10019.811687;0.086574;1.992292;33.804135;0.003677;0.031326;451
>;tris;7357400;10035.998093;0.089727;1.989195;33.990598;0.006691;0.037115;450
>;tris;7359903;10041.035386;0.087170;1.997586;35.290342;0.009502;0.048930;451
>;tris;7362405;10041.888509;0.080735;2.031321;35.264732;0.004476;0.028148;451
>;tris;7364908;10041.600294;0.086162;2.033173;25.588914;0.004715;0.020186;451
>;tris;7367410;10046.965072;0.090729;2.028770;34.854860;0.003583;0.020698;451
>;anal;7369824;1;-382;781;10074;286;451
>;tris;7369913;10047.261230;0.088078;2.027952;42.081656;0.004802;0.016152;451
>;anal;7372367;2;-375;823;10026;290;451
>;tris;7372415;10040.645465;0.084177;2.029601;33.183775;0.003272;0.020946;451
>;tris;7374918;10046.420339;0.088694;2.002807;26.623420;0.006725;0.030544;451
>;tris;7377420;10051.262064;0.093195;1.990559;31.853591;0.007520;0.041090;451
>;tris;7379923;10038.733508;0.089309;2.021303;31.918825;0.008288;0.048279;451
>;tris;7382425;10037.236581;0.085933;2.131336;27.440968;0.006680;0.095609;450
>;tris;7384928;10045.738189;0.094185;2.182318;25.792864;0.009927;0.061130;451
>;tris;7387430;10049.584092;0.101919;1.987456;25.486659;0.006541;0.188601;450
>;tris;7389933;10044.653212;0.096989;1.851911;31.237119;0.016667;0.142733;451
>;tris;7392435;10036.096987;0.079340;1.990858;35.817432;0.020412;0.168037;450
>;tris;7394938;10028.248765;0.073995;2.090630;37.079941;0.012239;0.061693;451
>;tris;7397440;10032.118719;0.083015;2.082050;42.249437;0.008141;0.051388;451
>;tris;7399943;10020.418364;0.085755;2.075833;59.748765;0.005211;0.048276;451
>;tris;7402445;10014.011452;0.086221;2.046294;54.777386;0.005515;0.053861;451
>;tris;7404948;10025.190194;0.086871;2.079523;34.811000;0.004191;0.056382;451
>;tris;7407450;10016.563897;0.086958;2.148497;32.464013;0.003357;0.035429;451
>;tris;7409953;10011.395846;0.089006;2.173287;29.949935;0.005018;0.035875;451
>;tris;7412455;10017.790397;0.090461;2.245866;33.394151;0.003785;0.085114;451
>;tris;7414958;10022.055195;0.091320;2.290577;40.606703;0.004350;0.041378;450
>;tris;7417460;10025.863334;0.089650;2.314064;53.679431;0.005991;0.067388;451
>;tris;7419963;10014.399552;0.081444;2.425293;52.054828;0.004908;0.075177;450
>;tris;7422465;10016.064787;0.088475;2.362499;40.736765;0.014004;0.146932;450
>;tris;7424968;10049.182214;0.100064;2.223974;48.714526;0.009051;0.073585;450
>;tris;7427470;10069.233232;0.101062;2.215705;44.372583;0.003315;0.023589;452
>;tris;7429973;10053.892637;0.098573;2.247087;36.508044;0.003575;0.031431;450
>;tris;7432475;10049.500497;0.094293;2.283024;46.293519;0.002864;0.023964;451
>;tris;7434978;10050.566611;0.092063;2.312014;55.223006;0.003691;0.048958;450
>;tris;7437480;10053.105792;0.101057;2.340818;47.218017;0.010094;0.054913;451
>;tris;7439983;10070.886523;0.107562;2.305711;38.333198;0.003676;0.066338;450
>;tris;7442485;10089.331720;0.102217;2.272392;37.071141;0.003813;0.033432;451
>;tris;7444988;10096.658216;0.106645;2.295992;30.381181;0.011025;0.043989;450
>;tris;7447490;10076.813299;0.101824;2.233621;37.122003;0.015329;0.088556;450
>;tris;7449993;10071.875387;0.095941;2.168742;55.790775;0.008726;0.045590;450
>;tris;7452495;10095.082603;0.101034;2.171375;61.044408;0.004117;0.022047;450
>;tris;7454998;10078.906829;0.096934;2.179210;52.519570;0.004229;0.021932;450
>;tris;7457500;10067.168345;0.094968;2.169114;35.294080;0.003047;0.030321;450
>;tris;7460003;10071.594562;0.094087;2.126068;41.407732;0.003079;0.035158;450
>;tris;7462505;10075.284487;0.091434;2.080065;40.787154;0.002744;0.025478;450
>;tris;7465008;10075.648086;0.088317;2.072888;28.055901;0.003477;0.026581;451
>;tris;7467510;10082.830337;0.090818;2.040034;33.754407;0.005942;0.048739;450
>;tris;7470013;10081.433497;0.089471;2.013331;32.665785;0.006706;0.028177;451
>;tris;7472515;10071.316925;0.082948;2.011675;23.496485;0.002430;0.031199;450
>;tris;7475018;10077.616191;0.088486;1.956592;28.652367;0.009439;0.047319;450
>;tris;7477520;10077.126388;0.092355;1.916662;35.991719;0.009308;0.033245;451
>;anal;7479968;1;-287;724;9960;284;450
>;tris;7480023;10055.325994;0.084668;1.915877;40.605974;0.009059;0.019658;450
>;anal;7482509;2;-244;820;10052;285;451
>;tris;7482525;10039.186270;0.078539;1.919336;37.522201;0.003408;0.032307;451
>;tris;7485028;10021.378163;0.081783;1.895734;38.730512;0.004154;0.039473;450
>;tris;7487530;10026.968600;0.084137;1.911364;40.560217;0.002896;0.046053;451
>;tris;7490033;10045.695268;0.082474;1.956105;44.194614;0.003129;0.025346;450
>;tris;7492535;10039.231104;0.089987;1.968539;51.412966;0.009337;0.020614;451
>;tris;7495038;10054.322778;0.094467;2.002661;71.253166;0.005733;0.040258;451
>;tris;7497540;10056.344836;0.088706;2.020120;67.071967;0.002978;0.026561;453
>;tris;7500043;10041.638281;0.084143;2.015834;37.762516;0.004759;0.031081;450
>;tris;7502548;10041.960734;0.086058;1.987354;36.988119;0.006011;0.043780;451
>;tris;7505050;10040.173067;0.088680;1.978812;40.028059;0.004458;0.040023;450
>;tris;7507553;10034.729458;0.086918;2.016075;37.055138;0.005052;0.039107;450
>;tris;7510055;10034.304702;0.087615;2.020688;32.364063;0.004314;0.030191;450
>;tris;7512558;10029.250399;0.086828;2.002951;38.258957;0.003605;0.023014;450
>;tris;7515060;10022.300309;0.084530;1.998184;47.731769;0.002622;0.025086;450
>;tris;7517563;10018.749249;0.087116;1.983369;43.396594;0.003891;0.029345;450
>;tris;7520065;10028.827733;0.090857;2.013156;34.229814;0.002079;0.052617;450
>;tris;7522568;10033.830491;0.091924;2.090133;51.977641;0.003186;0.045372;450
>;tris;7525070;10023.995827;0.090371;2.128477;60.778327;0.003808;0.046360;450
>;tris;7527573;10023.981508;0.089197;2.120653;43.401210;0.002480;0.045129;450
>;tris;7530075;10032.690584;0.092338;2.124248;30.433352;0.003774;0.035068;450
>;anal;7532548;1;-530;809;9965;285;450
>;tris;7532578;10034.625421;0.095833;2.158803;28.878203;0.002212;0.019978;450
>;anal;7534988;2;-547;844;9974;288;450
>;tris;7535080;10036.328985;0.096500;2.166200;27.112169;0.001846;0.021495;450
>;tris;7537583;10041.306968;0.098155;2.159447;25.988530;0.002686;0.025026;450
>;tris;7540085;10038.306100;0.099967;2.167614;30.708522;0.002401;0.033603;450
>;tris;7542588;10035.185258;0.098588;2.205711;31.573993;0.002689;0.044691;450
>;anal;7545053;1;-608;797;9965;286;450
>;tris;7545090;10035.589021;0.097315;2.247135;36.606452;0.002364;0.016738;450
>;anal;7547499;2;-639;767;9958;286;452
>;tris;7547593;10043.639568;0.098586;2.247436;38.809806;0.002514;0.020386;452
>;tris;7550095;10048.932250;0.097671;2.268834;43.325481;0.002912;0.035410;450
>;tris;7552598;10048.222325;0.100480;2.245536;45.338226;0.005362;0.056304;450
>;tris;7555100;10064.229161;0.109400;2.221226;39.041165;0.007869;0.097168;450
>;tris;7557603;10080.426504;0.118673;2.371993;33.954170;0.009294;0.170604;450
>;tris;7560105;10073.272347;0.117421;2.361067;32.740973;0.010095;0.165571;449
>;tris;7562608;10055.733616;0.103408;2.232869;29.690397;0.009317;0.051116;450
>;tris;7565110;10056.953209;0.096325;2.246512;30.840708;0.004336;0.030856;450
>;tris;7567613;10069.536545;0.098818;2.224525;28.862256;0.003803;0.020845;450
>;tris;7570115;10072.994312;0.100971;2.202061;35.518627;0.002413;0.024538;450
>;tris;7572618;10059.022782;0.097142;2.165159;37.480373;0.004777;0.039607;450
>;tris;7575120;10058.043887;0.093360;2.154102;27.293720;0.004047;0.030498;450
>;tris;7577623;10074.332133;0.096333;2.157448;21.347257;0.004871;0.025192;450
>;tris;7580125;10080.852321;0.097136;2.162497;23.254292;0.003196;0.027762;450
>;tris;7582628;10081.974972;0.095410;2.171679;28.608112;0.002138;0.020887;450
>;tris;7585130;10073.469681;0.094701;2.166569;58.914383;0.003411;0.020333;450
>;tris;7587633;10049.064976;0.093457;2.168611;89.430364;0.003254;0.025044;450
>;tris;7590138;10054.891496;0.089671;2.166932;88.063976;0.005314;0.029790;450
>;tris;7592640;10050.649279;0.087749;2.157736;106.276652;0.004736;0.031803;450
>;tris;7595143;10043.861325;0.091838;2.140699;99.059830;0.004856;0.027168;450
>;tris;7597648;10058.713081;0.095985;2.119302;57.093323;0.004655;0.035794;450
>;tris;7600150;10049.351538;0.096308;2.113576;61.583793;0.007048;0.040721;450
>;tris;7602653;10044.803577;0.093412;2.121285;55.030332;0.007194;0.034661;450
>;anal;7605168;1;-496;786;9976;284;450
>;tris;7605155;10048.988571;0.091194;2.123409;44.877595;0.004197;0.018245;450
>;tris;7607658;10051.298874;0.091121;2.117715;36.019356;0.002924;0.017800;450
>;anal;7610149;2;-498;833;9966;285;450
>;tris;7610160;10055.057879;0.093047;2.102671;36.450967;0.002980;0.020398;450
>;tris;7612663;10047.884697;0.092171;2.113556;34.208559;0.004375;0.029932;450
>;tris;7615165;10042.932618;0.091123;2.122574;35.005370;0.003710;0.025015;450
>;tris;7617668;10047.067583;0.095478;2.095198;35.126551;0.003053;0.020642;450
>;tris;7620170;10049.177039;0.096175;2.095731;50.059653;0.003397;0.026465;450
>;tris;7622673;10044.007212;0.091485;2.120731;68.575695;0.004177;0.025175;450
>;tris;7625175;10043.498596;0.091259;2.110827;66.940037;0.004188;0.030014;450
>;tris;7627678;10042.971323;0.089553;2.118520;59.628424;0.005835;0.040722;450
>;tris;7630180;10040.700104;0.089354;2.126289;58.369225;0.005398;0.032730;450
>;tris;7632683;10063.752964;0.091215;2.111690;62.206865;0.004567;0.027505;450
>;tris;7635185;10073.649821;0.092348;2.104620;57.700300;0.009726;0.056302;450
>;tris;7637688;10063.443239;0.093328;2.106478;78.428722;0.010503;0.063227;450
>;tris;7640190;10046.962668;0.088946;2.107639;80.146062;0.007055;0.047022;451
>;tris;7642693;10047.737671;0.086729;2.086669;56.369084;0.002654;0.032928;450
>;anal;7645129;1;-440;808;10029;288;450
>;tris;7645195;10051.342529;0.089111;2.071152;47.596192;0.002155;0.011955;450
>;tris;7647698;10046.940832;0.088935;2.071496;38.182402;0.002597;0.014217;450
>;anal;7650112;2;-441;737;9994;371;450
>;tris;7650200;10054.466804;0.087727;2.078075;33.006017;0.002911;0.025138;450
>;tris;7652703;10048.160324;0.088875;2.078551;36.649457;0.003592;0.026316;450
>;tris;7655205;10047.847374;0.091824;2.070800;46.329719;0.004004;0.021670;450
>;tris;7657708;10047.841849;0.093387;2.075479;47.015874;0.002973;0.022295;450
>;tris;7660210;10047.595581;0.092619;2.067516;33.585902;0.002575;0.024109;450
>;tris;7662713;10054.135662;0.092072;2.061592;34.275377;0.003174;0.023890;449
>;tris;7665215;10055.038833;0.095681;2.037921;36.834919;0.009079;0.052395;450
>;tris;7667718;10062.249362;0.101701;1.995661;45.144594;0.008529;0.045077;449
>;tris;7670220;10061.695680;0.101405;2.001414;45.245142;0.004235;0.025949;450
>;tris;7672723;10050.818700;0.101417;2.002918;38.383750;0.004853;0.027699;450
>;tris;7675225;10053.219193;0.101253;2.002293;39.749691;0.004747;0.026683;449
>;anal;7677673;1;-421;939;10033;286;450
>;tris;7677728;10060.480556;0.100290;2.011179;40.551665;0.003823;0.016043;450
>;tris;7680230;10055.795619;0.103311;1.994004;44.448894;0.003001;0.010701;450
>;anal;7682657;2;-444;921;9972;290;450
>;tris;7682733;10054.332751;0.101898;2.001625;44.645459;0.004610;0.022966;450
>;tris;7685235;10053.804458;0.097750;2.026036;51.332329;0.005981;0.027583;450
>;tris;7687738;10053.662513;0.096513;2.035174;64.699158;0.004908;0.023444;449
>;tris;7690240;10050.186092;0.094181;2.042728;66.591827;0.004637;0.026949;450
>;tris;7692743;10045.376545;0.092468;2.011871;68.222604;0.006581;0.046109;450
>;tris;7695245;10055.622748;0.109900;1.949761;91.141182;0.018786;0.040787;450
>;tris;7697748;10062.898070;0.120459;1.950201;92.809087;0.009455;0.040549;450
>;tris;7700250;10054.143076;0.110598;1.978751;68.921360;0.008082;0.030680;450
>;tris;7702753;10048.770910;0.100872;2.022133;48.081690;0.015252;0.119054;449
>;tris;7705255;10046.328109;0.092511;2.051345;56.523200;0.013331;0.113245;450
