#;meas;ticks;xH;yH;zH;xL;yL;zL;magni;temp;vibr;
#;anal;ticks;fsm_sensorpack;xMean;yMean;zMean;vibrMean;tempMean;
>;tris;30156574;10038.673439;0.081240;2.435233;8.193008;0.000940;0.010618;467
>;tris;30159077;10036.063028;0.080969;2.430408;7.614581;0.000732;0.009645;467
>;tris;30161579;10037.441784;0.080978;2.419357;8.289079;0.001434;0.015584;467
>;anal;30164092;2;-528;560;10010;289;467
>;tris;30164082;10041.399931;0.078780;2.374169;11.083530;0.002692;0.046955;467
>;anal;30166532;0;-524;582;10009;288;467
>;tris;30166584;10044.218602;0.076622;2.324769;10.228130;0.001288;0.016847;467
>;tris;30169087;10043.344471;0.076219;2.305619;7.450673;0.001124;0.017296;468
>;tris;30171589;10035.858768;0.076476;2.296249;9.445232;0.001077;0.013684;467
>;tris;30174092;10031.824184;0.076394;2.297585;9.105553;0.001046;0.010329;467
>;tris;30176594;10039.157129;0.075544;2.300857;9.915037;0.000980;0.011471;467
>;anal;30179037;2;-591;530;10011;288;467
>;tris;30179097;10044.427478;0.076441;2.334409;8.168288;0.001788;0.035533;467
>;tris;30181599;10037.395546;0.079237;2.388639;9.979260;0.002133;0.034557;467
>;anal;30184018;0;-621;541;10014;288;467
>;tris;30184102;10037.163336;0.081039;2.418536;10.605267;0.000721;0.011353;467
>;tris;30186604;10041.171447;0.081151;2.426496;9.511552;0.001115;0.009436;467
>;tris;30189107;10039.219086;0.081331;2.426128;6.037952;0.001673;0.008111;467
>;tris;30191609;10039.473969;0.081573;2.424484;6.036145;0.001440;0.007790;466
>;tris;30194112;10040.395272;0.081281;2.427708;6.070852;0.001171;0.008309;467
>;tris;30196614;10037.598538;0.081174;2.425821;6.824479;0.001156;0.007887;467
>;tris;30199117;10037.830353;0.081509;2.429169;7.544056;0.000951;0.011596;467
>;tris;30201619;10040.422693;0.081391;2.433250;6.275872;0.000964;0.010264;467
>;tris;30204122;10036.579131;0.081305;2.429812;6.416771;0.000917;0.008266;466
>;tris;30206624;10037.662492;0.081450;2.429216;6.864212;0.001007;0.006831;467
>;tris;30209127;10037.735857;0.081613;2.429656;7.658697;0.000983;0.005407;467
>;tris;30211629;10037.793635;0.081855;2.432063;8.029629;0.000905;0.007141;467
>;anal;30214122;2;-533;525;10026;290;467
>;tris;30214132;10039.106083;0.079746;2.406075;13.381696;0.002875;0.035596;467
>;tris;30216634;10036.373666;0.075699;2.367934;13.651640;0.002519;0.027857;467
>;anal;30219106;0;-505;505;10012;291;467
>;tris;30219137;10036.285878;0.072811;2.360912;9.309484;0.001702;0.013085;467
>;tris;30221639;10037.109478;0.072106;2.363044;9.984157;0.001260;0.011230;466
>;tris;30224142;10034.525567;0.071918;2.359920;11.486365;0.001113;0.011151;467
>;tris;30226644;10031.825495;0.071177;2.358556;11.626413;0.000981;0.014230;467
>;tris;30229147;10031.890450;0.071574;2.359824;9.612915;0.001045;0.012971;467
>;tris;30231649;10035.408681;0.072694;2.363797;9.144821;0.000962;0.007785;467
>;anal;30234163;1;-492;502;9975;286;467
>;tris;30234152;10044.240258;0.072374;2.359648;15.667235;0.001146;0.010202;467
>;anal;30236603;2;-582;537;10012;290;467
>;tris;30236654;10042.798870;0.073141;2.366204;21.057194;0.002412;0.020148;467
>;tris;30239157;10036.009081;0.077967;2.401423;15.488482;0.004023;0.031408;467
>;anal;30241587;0;-609;531;10004;288;467
>;tris;30241659;10035.904208;0.080916;2.423613;6.716247;0.001273;0.011587;467
>;tris;30244162;10040.240193;0.080577;2.422822;7.105287;0.000852;0.007040;467
>;tris;30246664;10039.682408;0.080782;2.426946;8.755932;0.000715;0.006216;467
>;tris;30249167;10034.315573;0.080223;2.430557;9.021250;0.000853;0.005542;467
>;tris;30251669;10034.792120;0.080166;2.429460;7.487741;0.000942;0.008484;467
>;tris;30254172;10042.129820;0.080951;2.425508;9.251090;0.000946;0.009700;467
>;tris;30256674;10043.787227;0.080967;2.426823;8.000171;0.000845;0.008339;467
>;tris;30259177;10040.661788;0.080678;2.432356;7.678043;0.000666;0.006468;467
>;tris;30261679;10041.408868;0.081024;2.433750;7.656744;0.001094;0.007769;466
>;tris;30264182;10039.375853;0.081139;2.431555;6.544322;0.001109;0.007862;467
>;tris;30266684;10032.102523;0.080908;2.428032;7.233848;0.001027;0.006733;467
>;tris;30269187;10032.804141;0.080883;2.425201;9.902869;0.000930;0.007255;467
>;anal;30271692;2;-490;526;10026;288;467
>;tris;30271689;10038.080266;0.078196;2.399882;15.391870;0.003038;0.031426;467
>;tris;30274192;10039.658679;0.074473;2.365070;16.620447;0.002463;0.027385;467
>;tris;30276694;10039.961326;0.073453;2.378559;11.280093;0.001356;0.031119;467
>;anal;30279121;0;-554;485;10007;287;467
>;tris;30279197;10036.450781;0.073429;2.410897;8.553339;0.001036;0.018269;467
>;anal;30281662;2;-521;500;9994;290;467
>;tris;30281699;10033.325748;0.072861;2.404043;8.043729;0.001057;0.022201;467
>;tris;30284202;10036.577801;0.071811;2.381391;12.701721;0.001455;0.020221;467
>;anal;30286652;0;-505;512;10032;292;467
>;tris;30286704;10039.621076;0.071332;2.364512;13.461267;0.001440;0.019770;467
>;anal;30289193;2;-589;533;10025;290;467
>;tris;30289207;10041.614820;0.073850;2.366690;13.401755;0.002986;0.024480;467
>;tris;30291709;10040.742631;0.078343;2.398439;13.269596;0.003027;0.029227;467
>;anal;30294176;0;-611;545;10019;289;467
>;tris;30294212;10036.048335;0.080899;2.425060;8.815523;0.000969;0.008764;467
>;tris;30296714;10036.816976;0.081227;2.424895;7.349052;0.000935;0.007727;467
>;tris;30299217;10039.773080;0.081457;2.423298;4.783531;0.000781;0.006408;467
>;tris;30301719;10037.211423;0.081146;2.427546;8.675479;0.000884;0.004936;466
>;tris;30304222;10039.878539;0.080923;2.424590;10.725464;0.000846;0.006686;467
>;tris;30306724;10042.993415;0.081273;2.420286;7.301774;0.000807;0.007935;467
>;tris;30309227;10039.717609;0.081341;2.418920;7.226109;0.000717;0.009047;467
>;tris;30311729;10036.706758;0.081046;2.420290;7.151510;0.000660;0.009307;467
>;tris;30314232;10040.069491;0.081134;2.420760;7.217974;0.000603;0.007166;467
>;tris;30316734;10042.772063;0.081175;2.421121;5.638487;0.000750;0.008432;467
>;tris;30319237;10042.327029;0.081144;2.424219;4.850996;0.000892;0.008776;467
>;tris;30321739;10039.895236;0.081360;2.427799;5.371544;0.000934;0.008395;466
>;tris;30324242;10036.750995;0.081417;2.431090;4.383027;0.000949;0.007971;467
>;tris;30326744;10037.845430;0.081480;2.426133;5.581728;0.000864;0.009512;467
>;tris;30329247;10038.054368;0.081855;2.425413;5.808333;0.000923;0.009997;467
>;tris;30331749;10044.508004;0.080665;2.417793;14.390725;0.002385;0.016060;467
>;anal;30334258;2;-521;560;10006;288;467
>;tris;30334252;10047.383103;0.076962;2.380588;15.499903;0.002898;0.032714;467
>;tris;30336754;10041.948617;0.075093;2.342464;10.367390;0.001330;0.020542;467
>;anal;30339241;0;-524;539;10009;288;467
>;tris;30339257;10038.821568;0.074619;2.335031;6.025303;0.001162;0.009045;467
>;tris;30341759;10035.381286;0.073989;2.338167;5.650771;0.001000;0.005800;467
>;tris;30344262;10031.668925;0.074498;2.334354;6.713619;0.000941;0.008890;467
>;tris;30346764;10035.384678;0.074373;2.328752;8.408055;0.000743;0.009445;467
>;tris;30349267;10039.025351;0.073931;2.328708;5.168284;0.000648;0.009913;467
>;tris;30351769;10033.459703;0.074132;2.330856;6.565129;0.000702;0.010218;467
>;tris;30354272;10034.354912;0.074311;2.331616;8.002302;0.000657;0.008564;467
>;tris;30356774;10036.196946;0.074414;2.327999;7.620819;0.000717;0.011039;467
>;tris;30359277;10035.738691;0.074094;2.329414;6.708616;0.000851;0.013308;467
>;tris;30361779;10035.114615;0.073795;2.332982;6.974891;0.000823;0.010922;467
>;tris;30364282;10037.117995;0.073927;2.330696;8.156070;0.000851;0.012305;467
>;tris;30366784;10037.136186;0.073925;2.334242;9.575095;0.000695;0.012058;467
>;tris;30369287;10030.824120;0.073524;2.329124;8.283828;0.000899;0.009997;467
>;tris;30371789;10034.464743;0.073105;2.320965;8.008582;0.000761;0.005561;467
>;tris;30374292;10038.259111;0.073113;2.322672;8.579869;0.000516;0.006341;467
>;tris;30376794;10037.472238;0.072940;2.321366;7.659408;0.000742;0.008440;467
>;tris;30379297;10039.527500;0.072485;2.312473;8.004330;0.000931;0.010212;468
>;tris;30381799;10037.745097;0.072242;2.311911;11.331613;0.000813;0.010858;468
>;anal;30384312;2;-568;534;10005;289;467
>;tris;30384302;10032.340086;0.073271;2.319410;12.496904;0.002125;0.020838;467
>;tris;30386804;10035.585829;0.076484;2.367139;12.989124;0.003054;0.048835;467
>;anal;30389293;0;-600;533;9999;283;467
>;tris;30389307;10038.015371;0.079728;2.411515;8.463220;0.001368;0.009190;467
>;tris;30391809;10034.565534;0.080154;2.411681;6.527877;0.001292;0.006204;468
>;tris;30394312;10036.622727;0.079919;2.410841;8.381704;0.001222;0.006995;467
>;tris;30396814;10040.199353;0.080426;2.411918;8.391364;0.000993;0.009360;467
>;tris;30399317;10036.815728;0.080783;2.413242;7.994034;0.000885;0.008408;467
>;tris;30401819;10036.389897;0.080556;2.414434;8.598008;0.000821;0.005974;467
>;tris;30404322;10041.800280;0.080423;2.416379;8.927482;0.000834;0.006604;467
>;tris;30406824;10041.395629;0.080514;2.418668;8.682399;0.001083;0.008240;467
>;tris;30409327;10038.584734;0.080808;2.418815;6.853257;0.001112;0.009075;467
>;tris;30411829;10037.238455;0.080309;2.413733;7.038057;0.001252;0.008703;467
>;anal;30414321;2;-504;523;10019;288;467
>;tris;30414332;10039.596174;0.077613;2.388636;17.796512;0.002617;0.028061;467
>;tris;30416834;10041.434775;0.074930;2.343032;19.399601;0.001996;0.032369;467
>;anal;30419312;0;-502;552;10005;288;468
>;tris;30419337;10038.300500;0.074619;2.310667;10.576758;0.001139;0.011952;468
>;tris;30421839;10032.027660;0.075135;2.306023;7.169737;0.000885;0.009958;468
>;tris;30424342;10034.793904;0.074974;2.307988;11.494740;0.000890;0.009623;468
>;tris;30426844;10040.262884;0.076114;2.308671;8.671180;0.001676;0.013534;468
>;tris;30429347;10039.682646;0.076380;2.311085;7.449586;0.001527;0.013879;468
>;tris;30431849;10037.258876;0.074804;2.312871;10.207575;0.001389;0.008888;468
>;tris;30434352;10036.078417;0.074144;2.308144;11.197556;0.001075;0.011328;468
>;tris;30436854;10039.375054;0.074315;2.314457;9.634602;0.001029;0.016459;468
>;tris;30439357;10036.673724;0.074991;2.333811;8.226605;0.001048;0.013690;468
>;tris;30441859;10037.055962;0.075656;2.342106;9.531468;0.000978;0.006829;467
>;tris;30444362;10038.721833;0.075171;2.339940;11.695179;0.001545;0.008408;468
>;tris;30446864;10038.493954;0.073770;2.329364;13.388830;0.001513;0.013772;468
>;anal;30449322;2;-589;522;9999;291;468
>;tris;30449367;10036.208644;0.074818;2.342786;14.326779;0.002563;0.028520;468
>;tris;30451869;10035.682968;0.078459;2.390804;10.494971;0.002439;0.029033;468
>;anal;30454303;0;-596;531;10007;288;468
>;tris;30454372;10039.990547;0.080044;2.413440;8.422917;0.000938;0.008997;468
>;tris;30456874;10039.906302;0.080015;2.417314;9.192649;0.000867;0.012122;468
>;tris;30459377;10038.613030;0.080424;2.422169;6.204670;0.001082;0.010174;468
>;tris;30461879;10040.297339;0.080621;2.418742;6.062061;0.001004;0.011501;468
>;tris;30464382;10038.781417;0.080461;2.415217;7.670100;0.000828;0.010772;468
>;tris;30466884;10037.068631;0.080425;2.419212;8.021483;0.001043;0.008688;468
>;tris;30469387;10035.313991;0.080636;2.419355;8.953364;0.001098;0.007796;468
>;tris;30471889;10035.452971;0.080711;2.421060;8.584728;0.000872;0.008999;468
>;tris;30474392;10036.318576;0.080566;2.426469;8.206981;0.000857;0.006134;468
>;tris;30476894;10034.316724;0.080992;2.419488;8.369499;0.000812;0.008666;468
>;anal;30479322;2;-521;536;10012;291;467
>;tris;30479397;10031.614697;0.079736;2.400100;13.177058;0.002090;0.025239;467
>;tris;30481899;10034.316851;0.076415;2.361109;21.638984;0.002660;0.035483;468
>;anal;30484406;1;-562;585;9998;290;468
>;tris;30484402;10039.297294;0.076121;2.338189;18.145648;0.002276;0.016016;468
>;anal;30486846;0;-561;578;10021;288;468
>;tris;30486904;10038.462148;0.078997;2.341027;7.219552;0.001796;0.010432;468
>;tris;30489407;10039.575643;0.079799;2.342980;8.328944;0.001190;0.009766;468
>;tris;30491909;10039.996333;0.076983;2.337420;8.472985;0.002822;0.013802;468
>;tris;30494412;10040.824681;0.074560;2.322362;11.955640;0.001297;0.018157;468
>;anal;30496917;1;-522;530;10001;289;468
>;tris;30496914;10042.216050;0.073597;2.309989;25.286074;0.001517;0.015055;468
>;anal;30499357;2;-591;518;10010;287;468
>;tris;30499417;10040.666505;0.074768;2.346708;25.468235;0.002647;0.045151;468
>;tris;30501919;10036.780420;0.078420;2.402728;11.286286;0.001762;0.023577;468
>;anal;30504346;0;-599;533;10000;289;468
>;tris;30504422;10034.070628;0.080168;2.415032;6.966282;0.000902;0.012108;468
>;tris;30506924;10035.901873;0.080201;2.414948;5.499713;0.000692;0.009394;468
>;tris;30509427;10036.019472;0.079925;2.421354;4.493240;0.000581;0.006687;468
>;tris;30511929;10037.826884;0.080199;2.424562;8.124007;0.000771;0.008582;467
>;tris;30514432;10036.835541;0.080435;2.418218;8.911462;0.000936;0.010192;468
>;tris;30516934;10035.396265;0.080666;2.419108;5.730186;0.000821;0.009291;468
>;tris;30519437;10034.889818;0.080238;2.427536;6.605703;0.000931;0.007912;467
>;tris;30521939;10032.844988;0.080041;2.426458;7.653620;0.000909;0.007890;468
>;tris;30524442;10034.157167;0.080424;2.422385;6.934755;0.000879;0.007006;468
>;tris;30526944;10034.408288;0.080364;2.425188;9.928903;0.000766;0.010909;468
>;anal;30529392;2;-495;519;9906;290;468
>;tris;30529447;10032.594160;0.078166;2.404015;32.283306;0.002826;0.039279;468
>;tris;30531949;10041.295064;0.075779;2.365683;36.249107;0.002727;0.036085;468
>;anal;30534373;1;-574;574;10012;291;468
>;tris;30534452;10043.735501;0.077099;2.354402;24.029882;0.002775;0.015741;468
>;anal;30536916;0;-562;549;10005;291;468
>;tris;30536954;10042.139349;0.079193;2.366092;9.055745;0.001048;0.011686;468
>;tris;30539457;10039.969177;0.078033;2.360835;7.894627;0.001837;0.016664;468
>;tris;30541959;10034.638654;0.076192;2.352654;7.245226;0.001113;0.016965;468
>;tris;30544462;10031.591901;0.076715;2.368341;9.481780;0.001214;0.019807;468
>;tris;30546964;10035.298600;0.076969;2.379784;11.551007;0.001273;0.011659;468
>;tris;30549467;10043.831048;0.074294;2.367484;14.271411;0.002278;0.017025;468
>;anal;30551872;2;-597;535;10009;291;468
>;tris;30551969;10046.322111;0.073651;2.362976;21.947141;0.002318;0.022949;468
>;tris;30554472;10039.197459;0.077514;2.395178;19.738231;0.003291;0.032085;468
>;anal;30556958;0;-593;521;10002;291;468
>;tris;30556974;10037.544281;0.079770;2.418985;7.690096;0.001056;0.008458;468
>;tris;30559477;10038.970187;0.079373;2.418524;8.614860;0.000824;0.007725;468
>;tris;30561979;10038.052914;0.079557;2.419552;9.024667;0.000737;0.009457;469
>;tris;30564482;10039.551500;0.080096;2.424051;8.655247;0.000943;0.011275;468
>;tris;30566984;10040.260954;0.079955;2.427294;7.982860;0.001032;0.008017;468
>;tris;30569487;10038.239287;0.080011;2.424737;7.406336;0.000983;0.006732;468
>;tris;30571989;10034.368886;0.080139;2.425863;6.982187;0.000970;0.007888;468
>;tris;30574492;10039.120759;0.080187;2.427316;11.127545;0.000735;0.009628;468
>;anal;30576997;2;-558;522;9966;292;468
>;tris;30576994;10046.559978;0.077553;2.395715;26.105363;0.003590;0.043756;468
>;tris;30579497;10043.519500;0.074879;2.363585;27.668085;0.002770;0.031550;468
>;anal;30581978;0;-564;557;10013;288;468
>;tris;30581999;10038.674580;0.076150;2.365327;12.825141;0.002130;0.011341;468
>;tris;30584502;10036.940892;0.078675;2.376474;8.434608;0.001696;0.012459;468
>;tris;30587004;10037.055228;0.080312;2.378803;10.299149;0.000771;0.010060;468
>;tris;30589507;10037.329798;0.078884;2.378052;10.431275;0.001802;0.007097;469
>;tris;30592009;10038.903093;0.076757;2.375336;10.466616;0.000965;0.010790;468
>;anal;30594491;2;-496;539;10030;290;468
>;tris;30594512;10040.375758;0.075582;2.358452;15.592268;0.001508;0.020951;468
>;tris;30597014;10035.516274;0.074533;2.346097;25.332895;0.001743;0.021175;468
>;tris;30599517;10035.255078;0.076123;2.371700;22.999406;0.002576;0.035546;468
>;anal;30602018;0;-603;533;10013;289;468
>;tris;30602020;10036.733846;0.079001;2.413389;7.974415;0.001387;0.018626;468
>;tris;30604522;10035.848944;0.079708;2.425255;7.750825;0.001000;0.007418;469
>;tris;30607024;10035.647878;0.079756;2.423954;8.684547;0.001140;0.009032;468
>;tris;30609527;10037.871079;0.080201;2.426399;6.934678;0.001018;0.009773;469
>;tris;30612029;10038.177830;0.080008;2.427763;7.866531;0.001106;0.009559;469
>;tris;30614532;10036.256839;0.079489;2.421051;8.836126;0.001103;0.009682;469
>;tris;30617034;10037.053145;0.079481;2.422309;6.733695;0.001175;0.008471;468
>;tris;30619537;10035.281399;0.079548;2.423786;7.888222;0.001193;0.010173;468
>;anal;30621962;2;-509;531;10013;292;469
>;tris;30622039;10036.152231;0.078011;2.401930;19.403466;0.002472;0.031660;469
>;tris;30624542;10035.356318;0.075551;2.371346;29.080455;0.002434;0.030706;469
>;tris;30627044;10034.017390;0.077027;2.369379;23.356914;0.002994;0.020977;468
>;anal;30629487;0;-574;544;10004;290;469
>;tris;30629547;10036.603483;0.080458;2.381114;8.547380;0.001734;0.008992;469
>;tris;30632049;10037.795347;0.079556;2.385582;7.490868;0.002342;0.009704;468
>;tris;30634552;10038.585071;0.077539;2.388517;7.044138;0.000761;0.010206;468
>;tris;30637054;10039.994645;0.078282;2.384477;9.074484;0.001259;0.010029;468
>;tris;30639557;10039.136309;0.079379;2.383145;8.365595;0.000992;0.008574;469
>;tris;30642059;10038.171512;0.079523;2.395566;7.200660;0.001250;0.015773;469
>;anal;30644541;2;-506;527;10013;289;469
>;tris;30644562;10035.906149;0.076975;2.386726;12.745840;0.003081;0.028826;469
>;tris;30647064;10035.529916;0.073492;2.349366;20.242705;0.002051;0.029465;468
>;tris;30649567;10040.796477;0.073933;2.357583;19.100382;0.002327;0.035908;469
>;tris;30652069;10039.615648;0.077052;2.407535;10.800605;0.002383;0.032058;469
>;anal;30654517;0;-587;534;10008;293;468
>;tris;30654572;10034.633393;0.078938;2.425395;8.057191;0.001083;0.010054;468
>;tris;30657074;10038.344686;0.078914;2.422728;9.357933;0.000880;0.009145;468
>;tris;30659577;10040.314141;0.079068;2.426916;6.456651;0.001087;0.008647;468
>;tris;30662079;10039.130061;0.079144;2.424150;5.851367;0.001016;0.008147;468
>;tris;30664582;10037.208847;0.078799;2.422088;7.773519;0.000745;0.007986;468
>;tris;30667084;10038.102674;0.078560;2.423675;8.888227;0.000741;0.007935;468
>;tris;30669587;10037.660672;0.079214;2.422465;7.751669;0.000990;0.007335;468
>;tris;30672089;10035.338399;0.079826;2.423319;4.751552;0.000662;0.008611;468
>;tris;30674592;10036.399637;0.079573;2.423768;4.371378;0.000643;0.008185;468
>;tris;30677094;10035.228885;0.079412;2.420912;5.973801;0.000747;0.005197;468
>;anal;30679532;2;-532;514;10001;288;468
>;tris;30679597;10037.608471;0.077355;2.396954;28.280491;0.002546;0.035159;468
>;tris;30682099;10042.799053;0.074423;2.376906;32.542776;0.002001;0.033122;468
>;tris;30684602;10032.242303;0.074945;2.402169;25.620077;0.004073;0.143446;468
>;tris;30687104;10025.669288;0.076710;2.435939;26.411006;0.005718;0.148235;468
>;tris;30689607;10032.265165;0.073760;2.243624;29.372882;0.017952;0.482909;468
>;tris;30692109;10043.944225;0.078540;2.304326;31.809800;0.020278;0.516935;468
>;tris;30694612;10046.383846;0.079354;2.401483;39.358971;0.016753;0.352681;468
>;tris;30697114;10019.801987;0.066322;1.823264;58.097230;0.016195;0.608890;468
>;tris;30699617;10025.320720;0.064933;1.650026;80.620671;0.011579;0.485543;469
>;tris;30702119;10029.743682;0.070379;1.911336;88.585660;0.016110;0.449928;469
>;tris;30704622;10013.495973;0.075742;1.453571;76.585913;0.021760;0.580221;469
>;tris;30707124;10028.868958;0.062061;1.577740;49.863332;0.025189;0.702344;469
>;tris;30709627;10036.834994;0.043427;1.999407;22.605187;0.017672;0.528204;469
>;tris;30712129;10043.657599;0.067732;2.139969;32.790561;0.030325;0.500956;469
>;tris;30714632;10050.197816;0.083955;2.643444;35.392220;0.016632;0.325073;469
>;tris;30717134;10047.873840;0.078618;2.646996;32.483681;0.018895;0.301411;468
>;tris;30719637;10048.213912;0.091897;2.471025;28.249833;0.026541;0.201144;468
>;tris;30722139;10050.383661;0.099189;2.294523;76.982540;0.026530;0.491204;469
>;tris;30724642;10042.931626;0.083636;2.172650;75.371832;0.020588;0.435834;468
>;tris;30727144;10032.628479;0.073347;2.268178;11.228747;0.003854;0.035560;469
>;anal;30729588;0;-464;577;10002;287;468
>;tris;30729647;10030.783808;0.074410;2.261764;8.499573;0.001193;0.007378;468
>;tris;30732149;10032.273825;0.074741;2.264992;6.128727;0.001060;0.006558;468
>;tris;30734652;10034.352919;0.074307;2.259752;5.872257;0.000743;0.010636;468
>;tris;30737154;10036.851056;0.074081;2.260263;4.258039;0.000680;0.012447;469
>;tris;30739657;10037.888687;0.074100;2.262633;4.895270;0.000826;0.010868;469
>;tris;30742159;10035.981495;0.074525;2.254955;7.327567;0.000953;0.012520;469
>;tris;30744662;10034.550577;0.074625;2.256521;7.000604;0.000805;0.012106;468
>;tris;30747164;10033.857357;0.074098;2.263040;5.475627;0.000913;0.006133;469
>;tris;30749667;10033.844157;0.074240;2.261943;7.413500;0.001033;0.007557;468
>;tris;30752169;10035.193305;0.074706;2.257959;7.839543;0.000759;0.010071;469
>;tris;30754672;10034.899050;0.074663;2.256702;5.587122;0.000648;0.010419;468
>;tris;30757174;10032.387471;0.074331;2.258204;7.133721;0.001001;0.009164;468
>;tris;30759677;10034.748460;0.074371;2.261070;8.795613;0.001344;0.008761;468
>;tris;30762179;10033.765321;0.074290;2.265305;7.851054;0.001368;0.010466;468
>;tris;30764682;10027.629765;0.074350;2.266346;6.968170;0.001128;0.010100;468
>;tris;30767184;10030.151614;0.074668;2.264122;7.236525;0.000857;0.009301;468
>;tris;30769687;10035.184387;0.074638;2.265942;6.729127;0.001026;0.011784;468
>;tris;30772189;10035.217212;0.074706;2.271065;8.662395;0.001202;0.010024;468
>;tris;30774692;10034.183449;0.074879;2.267209;7.480686;0.001097;0.008990;467
>;tris;30777194;10035.328273;0.074936;2.264698;6.295640;0.001036;0.008072;468
>;tris;30779697;10033.458130;0.074526;2.269675;6.783891;0.001189;0.010235;468
>;tris;30782199;10036.384179;0.074284;2.267814;8.908847;0.001095;0.009798;467
>;tris;30784702;10041.912897;0.074463;2.262318;7.958683;0.001061;0.007774;467
>;tris;30787204;10037.089403;0.074399;2.258313;7.967246;0.000870;0.008261;467
>;tris;30789707;10035.420645;0.074768;2.258175;5.275353;0.000819;0.007914;467
>;tris;30792209;10038.583205;0.074974;2.262494;4.679201;0.000686;0.009197;467
>;tris;30794712;10040.067337;0.074330;2.265357;6.064626;0.000982;0.010369;466
>;tris;30797214;10037.908173;0.073991;2.270960;7.267192;0.000841;0.010074;467
>;tris;30799717;10036.760761;0.073907;2.271299;5.414433;0.000591;0.011717;468
>;tris;30802219;10041.047738;0.074302;2.265700;7.887542;0.000835;0.012934;466
>;tris;30804722;10038.765354;0.074280;2.262406;10.041043;0.000831;0.009951;467
>;tris;30807224;10039.605118;0.074223;2.264948;9.902425;0.000814;0.011543;466
>;tris;30809727;10041.982463;0.074157;2.270214;7.995409;0.000802;0.011775;466
>;tris;30812229;10039.077589;0.074025;2.268327;7.499072;0.000940;0.009895;467
>;tris;30814732;10035.637006;0.074252;2.270678;7.976662;0.000971;0.009186;466
>;tris;30817234;10033.069580;0.074173;2.271583;5.658352;0.000825;0.008446;467
>;tris;30819737;10037.230551;0.074289;2.263956;7.577133;0.001143;0.010226;466
>;tris;30822239;10040.666776;0.074567;2.261456;7.793939;0.001053;0.008145;466
>;tris;30824742;10040.468333;0.074628;2.263227;7.975376;0.000644;0.007794;466
>;tris;30827244;10036.284787;0.074237;2.260650;8.614227;0.000637;0.009449;466
>;tris;30829747;10033.480836;0.074134;2.259756;9.545680;0.000622;0.008842;466
>;tris;30832249;10037.989725;0.074315;2.260588;9.350150;0.000854;0.009004;466
>;tris;30834752;10037.270038;0.074663;2.255087;6.513731;0.001146;0.010105;465
>;tris;30837254;10036.650221;0.074448;2.258837;7.686223;0.001331;0.012477;466
>;tris;30839757;10039.791508;0.074333;2.265873;7.363061;0.001211;0.010609;466
>;tris;30842259;10037.472793;0.074532;2.263063;6.172991;0.001151;0.009607;466
>;tris;30844762;10037.953752;0.074586;2.260270;6.785961;0.001048;0.007558;465
>;tris;30847264;10039.159788;0.074460;2.264185;7.593608;0.000729;0.008702;465
>;tris;30849767;10035.850696;0.074461;2.266430;7.985240;0.000613;0.007229;465
>;tris;30852269;10034.306997;0.074862;2.266559;6.685696;0.000727;0.009408;465
>;tris;30854772;10036.103259;0.074823;2.263244;5.594159;0.000807;0.011024;465
>;tris;30857274;10032.042223;0.074303;2.263377;7.231074;0.000580;0.009650;465
>;tris;30859777;10031.677706;0.074432;2.266475;9.460296;0.000658;0.011296;464
>;tris;30862279;10038.285429;0.074621;2.264320;11.724899;0.001417;0.013600;465
>;tris;30864782;10039.823931;0.074388;2.263926;9.838651;0.001914;0.012488;465
>;tris;30867284;10038.881770;0.074184;2.263304;7.647843;0.001496;0.011094;465
>;tris;30869787;10039.767119;0.074646;2.265355;8.687989;0.001341;0.010828;464
>;tris;30872289;10037.321194;0.074913;2.265455;8.349393;0.001366;0.009138;464
>;tris;30874792;10030.892375;0.074691;2.268778;7.894978;0.001062;0.009134;464
>;tris;30877294;10032.709663;0.074895;2.274126;9.771274;0.001002;0.007580;464
>;tris;30879797;10034.523364;0.074583;2.271088;9.832502;0.001194;0.008645;464
>;tris;30882299;10036.872629;0.074668;2.271350;8.420518;0.001084;0.010470;464
>;tris;30884802;10039.920118;0.074535;2.272396;7.146063;0.000947;0.009935;464
>;tris;30887304;10040.612144;0.074576;2.270890;6.843146;0.000919;0.008713;464
>;tris;30889807;10037.105102;0.074849;2.268062;7.304607;0.000689;0.008901;464
>;tris;30892309;10036.530413;0.075322;2.263693;10.193204;0.001626;0.013167;464
>;tris;30894812;10039.539661;0.075374;2.266165;9.387408;0.001715;0.014068;464
>;tris;30897314;10039.981410;0.075149;2.269896;5.337071;0.001042;0.008644;464
>;tris;30899817;10038.813037;0.074876;2.272383;6.154444;0.000987;0.008695;464
>;tris;30902319;10033.982665;0.074243;2.269921;6.806902;0.000557;0.012191;464
>;tris;30904822;10032.062369;0.074383;2.260614;6.472391;0.000638;0.011272;464
>;tris;30907324;10033.352569;0.074791;2.260593;9.753005;0.000856;0.010054;464
>;tris;30909827;10035.358723;0.075135;2.267596;10.192655;0.001104;0.009129;463
>;tris;30912329;10034.534957;0.074759;2.275111;6.925227;0.001194;0.009160;463
>;tris;30914832;10030.939186;0.074569;2.275661;5.127292;0.000810;0.012632;463
>;tris;30917334;10029.602136;0.074364;2.272928;5.206882;0.000767;0.012150;463
>;tris;30919837;10032.563622;0.074645;2.267955;6.308600;0.001151;0.009468;463
>;tris;30922339;10037.694544;0.075070;2.262046;5.699858;0.000948;0.007097;463
